BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0568,06,1,acetamidofluorene,Low,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017582029,0568,07,1,acetamidofluorene,Low,9 hr,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0568,07,2,acetamidofluorene,Low,9 hr,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0568,07,4,acetamidofluorene,Low,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017583001,0568,07,5,acetamidofluorene,Low,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017582030,0568,07,3,acetamidofluorene,Low,9 hr,Liver,Swelling,Centrilobular,slight,false
003017583012,0568,08,3,acetamidofluorene,Low,24 hr,Liver,Cellular infiltration,Periportal,minimal,true
No ChipData,0568,08,1,acetamidofluorene,Low,24 hr,Liver,Swelling,Centrilobular,slight,false
003017583011,0568,08,2,acetamidofluorene,Low,24 hr,Liver,Swelling,Centrilobular,slight,false
003017583012,0568,08,3,acetamidofluorene,Low,24 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,08,4,acetamidofluorene,Low,24 hr,Liver,Swelling,Centrilobular,slight,false
003017583013,0568,08,5,acetamidofluorene,Low,24 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,08,4,acetamidofluorene,Low,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0569,05,4,acetamidofluorene,Low,4 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564004,0569,05,1,acetamidofluorene,Low,4 day,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0569,05,2,acetamidofluorene,Low,4 day,Liver,Swelling,Centrilobular,minimal,false
003017564005,0569,05,3,acetamidofluorene,Low,4 day,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0569,05,4,acetamidofluorene,Low,4 day,Liver,Swelling,Centrilobular,minimal,false
003017564006,0569,05,5,acetamidofluorene,Low,4 day,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0569,05,4,acetamidofluorene,Low,4 day,Kidney,Scar,Cortex,minimal,true
003017564016,0569,06,1,acetamidofluorene,Low,8 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564017,0569,06,2,acetamidofluorene,Low,8 day,Liver,Cellular infiltration,Periportal,minimal,false
No ChipData,0569,06,3,acetamidofluorene,Low,8 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564018,0569,06,4,acetamidofluorene,Low,8 day,Liver,Cellular infiltration,Periportal,slight,false
No ChipData,0569,06,5,acetamidofluorene,Low,8 day,Liver,Cellular infiltration,Periportal,slight,false
No ChipData,0569,06,5,acetamidofluorene,Low,8 day,Liver,Necrosis,,minimal,true
003017564016,0569,06,1,acetamidofluorene,Low,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564017,0569,06,2,acetamidofluorene,Low,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,06,3,acetamidofluorene,Low,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564018,0569,06,4,acetamidofluorene,Low,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,06,5,acetamidofluorene,Low,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564016,0569,06,1,acetamidofluorene,Low,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564017,0569,06,2,acetamidofluorene,Low,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,06,3,acetamidofluorene,Low,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564018,0569,06,4,acetamidofluorene,Low,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,06,5,acetamidofluorene,Low,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564016,0569,06,1,acetamidofluorene,Low,8 day,Liver,Swelling,Centrilobular,minimal,false
003017564017,0569,06,2,acetamidofluorene,Low,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,06,3,acetamidofluorene,Low,8 day,Liver,Swelling,Centrilobular,slight,false
003017564018,0569,06,4,acetamidofluorene,Low,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,06,5,acetamidofluorene,Low,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,06,2,acetamidofluorene,Low,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0569,06,4,acetamidofluorene,Low,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0569,07,4,acetamidofluorene,Low,15 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017563028,0569,07,1,acetamidofluorene,Low,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
No ChipData,0569,07,2,acetamidofluorene,Low,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017563029,0569,07,3,acetamidofluorene,Low,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017563030,0569,07,5,acetamidofluorene,Low,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017563028,0569,07,1,acetamidofluorene,Low,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
No ChipData,0569,07,2,acetamidofluorene,Low,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017563029,0569,07,3,acetamidofluorene,Low,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
No ChipData,0569,07,4,acetamidofluorene,Low,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017563030,0569,07,5,acetamidofluorene,Low,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017563029,0569,07,3,acetamidofluorene,Low,15 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0569,07,4,acetamidofluorene,Low,15 day,Liver,Swelling,Centrilobular,moderate,false
003017563030,0569,07,5,acetamidofluorene,Low,15 day,Liver,Swelling,Centrilobular,moderate,false
003017563028,0569,07,1,acetamidofluorene,Low,15 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,07,2,acetamidofluorene,Low,15 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,07,1,acetamidofluorene,Low,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0569,08,1,acetamidofluorene,Low,29 day,Liver,"Adenoma, hepatocellular",,P,false
No ChipData,0569,08,2,acetamidofluorene,Low,29 day,Liver,"Adenoma, hepatocellular",,P,false
003017596001,0569,08,4,acetamidofluorene,Low,29 day,Liver,"Adenoma, hepatocellular",,P,false
No ChipData,0569,08,1,acetamidofluorene,Low,29 day,Liver,Cellular foci,,slight,false
No ChipData,0569,08,2,acetamidofluorene,Low,29 day,Liver,Cellular foci,,slight,false
003017565028,0569,08,3,acetamidofluorene,Low,29 day,Liver,Cellular foci,,slight,false
003017596001,0569,08,4,acetamidofluorene,Low,29 day,Liver,Cellular foci,,moderate,false
003017565029,0569,08,5,acetamidofluorene,Low,29 day,Liver,Cellular foci,,moderate,false
No ChipData,0569,08,1,acetamidofluorene,Low,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
No ChipData,0569,08,2,acetamidofluorene,Low,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017565028,0569,08,3,acetamidofluorene,Low,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017596001,0569,08,4,acetamidofluorene,Low,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017565029,0569,08,5,acetamidofluorene,Low,29 day,Liver,"Proliferation, bile duct",Periportal,moderate,false
003017565028,0569,08,3,acetamidofluorene,Low,29 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017565029,0569,08,5,acetamidofluorene,Low,29 day,Liver,"Proliferation, oval cell",Periportal,moderate,false
No ChipData,0569,08,1,acetamidofluorene,Low,29 day,Liver,"Proliferation, oval cell",Periportal,severe,false
No ChipData,0569,08,2,acetamidofluorene,Low,29 day,Liver,"Proliferation, oval cell",Periportal,severe,false
003017596001,0569,08,4,acetamidofluorene,Low,29 day,Liver,"Proliferation, oval cell",Periportal,severe,false
No ChipData,0569,08,1,acetamidofluorene,Low,29 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,08,2,acetamidofluorene,Low,29 day,Liver,Swelling,Centrilobular,severe,false
003017565028,0569,08,3,acetamidofluorene,Low,29 day,Liver,Swelling,Centrilobular,severe,false
003017596001,0569,08,4,acetamidofluorene,Low,29 day,Liver,Swelling,Centrilobular,severe,false
003017565029,0569,08,5,acetamidofluorene,Low,29 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0568,09,3,acetamidofluorene,Middle,3 hr,Kidney,Scar,Cortex,minimal,true
No ChipData,0568,11,1,acetamidofluorene,Middle,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017583003,0568,11,3,acetamidofluorene,Middle,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017583002,0568,11,2,acetamidofluorene,Middle,9 hr,Liver,Swelling,Centrilobular,slight,false
003017583004,0568,11,4,acetamidofluorene,Middle,9 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,11,5,acetamidofluorene,Middle,9 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,11,4,acetamidofluorene,Middle,9 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0568,12,1,acetamidofluorene,Middle,24 hr,Liver,Cellular infiltration,Periportal,minimal,true
003017583014,0568,12,2,acetamidofluorene,Middle,24 hr,Liver,Swelling,Centrilobular,slight,false
003017583015,0568,12,3,acetamidofluorene,Middle,24 hr,Liver,Swelling,Centrilobular,slight,false
003017583016,0568,12,4,acetamidofluorene,Middle,24 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,12,5,acetamidofluorene,Middle,24 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,12,1,acetamidofluorene,Middle,24 hr,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0568,12,4,acetamidofluorene,Middle,24 hr,Kidney,Dilatation,Pelvic cavity,minimal,true
No ChipData,0568,12,5,acetamidofluorene,Middle,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0569,09,4,acetamidofluorene,Middle,4 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,09,5,acetamidofluorene,Middle,4 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,09,4,acetamidofluorene,Middle,4 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,09,5,acetamidofluorene,Middle,4 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564007,0569,09,1,acetamidofluorene,Middle,4 day,Liver,Swelling,Centrilobular,slight,false
003017564008,0569,09,2,acetamidofluorene,Middle,4 day,Liver,Swelling,Centrilobular,slight,false
003017564009,0569,09,3,acetamidofluorene,Middle,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,09,4,acetamidofluorene,Middle,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,09,5,acetamidofluorene,Middle,4 day,Liver,Swelling,Centrilobular,slight,false
003017564019,0569,10,1,acetamidofluorene,Middle,8 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564020,0569,10,2,acetamidofluorene,Middle,8 day,Liver,Cellular infiltration,Periportal,minimal,false
No ChipData,0569,10,3,acetamidofluorene,Middle,8 day,Liver,Cellular infiltration,Periportal,minimal,false
No ChipData,0569,10,4,acetamidofluorene,Middle,8 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564021,0569,10,5,acetamidofluorene,Middle,8 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564019,0569,10,1,acetamidofluorene,Middle,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564020,0569,10,2,acetamidofluorene,Middle,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,10,3,acetamidofluorene,Middle,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,10,4,acetamidofluorene,Middle,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564021,0569,10,5,acetamidofluorene,Middle,8 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017564019,0569,10,1,acetamidofluorene,Middle,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564020,0569,10,2,acetamidofluorene,Middle,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,10,3,acetamidofluorene,Middle,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,10,4,acetamidofluorene,Middle,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564021,0569,10,5,acetamidofluorene,Middle,8 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564019,0569,10,1,acetamidofluorene,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
003017564020,0569,10,2,acetamidofluorene,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,10,4,acetamidofluorene,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
003017564021,0569,10,5,acetamidofluorene,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,10,3,acetamidofluorene,Middle,8 day,Liver,Swelling,Centrilobular,moderate,false
003017565020,0569,11,3,acetamidofluorene,Middle,15 day,Liver,Cellular infiltration,Periportal,minimal,false
No ChipData,0569,11,1,acetamidofluorene,Middle,15 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017565019,0569,11,2,acetamidofluorene,Middle,15 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
003017565021,0569,11,4,acetamidofluorene,Middle,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
No ChipData,0569,11,5,acetamidofluorene,Middle,15 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017565020,0569,11,3,acetamidofluorene,Middle,15 day,Liver,"Proliferation, bile duct",Periportal,moderate,false
No ChipData,0569,11,1,acetamidofluorene,Middle,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017565019,0569,11,2,acetamidofluorene,Middle,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017565021,0569,11,4,acetamidofluorene,Middle,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
No ChipData,0569,11,5,acetamidofluorene,Middle,15 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017565020,0569,11,3,acetamidofluorene,Middle,15 day,Liver,"Proliferation, oval cell",Periportal,moderate,false
003017565019,0569,11,2,acetamidofluorene,Middle,15 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0569,11,1,acetamidofluorene,Middle,15 day,Liver,Swelling,Centrilobular,severe,false
003017565020,0569,11,3,acetamidofluorene,Middle,15 day,Liver,Swelling,Centrilobular,severe,false
003017565021,0569,11,4,acetamidofluorene,Middle,15 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,11,5,acetamidofluorene,Middle,15 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,11,1,acetamidofluorene,Middle,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017596002,0569,12,1,acetamidofluorene,Middle,29 day,Liver,"Adenoma, hepatocellular",,P,false
003017566001,0569,12,4,acetamidofluorene,Middle,29 day,Liver,Cellular foci,,slight,false
No ChipData,0569,12,5,acetamidofluorene,Middle,29 day,Liver,Cellular foci,,slight,false
003017596002,0569,12,1,acetamidofluorene,Middle,29 day,Liver,Cellular foci,,moderate,false
No ChipData,0569,12,3,acetamidofluorene,Middle,29 day,Liver,Cellular foci,,moderate,false
003017565030,0569,12,2,acetamidofluorene,Middle,29 day,Liver,Cellular foci,,severe,false
003017596002,0569,12,1,acetamidofluorene,Middle,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017565030,0569,12,2,acetamidofluorene,Middle,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
No ChipData,0569,12,3,acetamidofluorene,Middle,29 day,Liver,"Proliferation, bile duct",Periportal,slight,false
003017566001,0569,12,4,acetamidofluorene,Middle,29 day,Liver,"Proliferation, bile duct",Periportal,moderate,false
No ChipData,0569,12,5,acetamidofluorene,Middle,29 day,Liver,"Proliferation, bile duct",Periportal,moderate,false
003017565030,0569,12,2,acetamidofluorene,Middle,29 day,Liver,"Proliferation, oval cell",Periportal,slight,false
003017566001,0569,12,4,acetamidofluorene,Middle,29 day,Liver,"Proliferation, oval cell",Periportal,slight,false
No ChipData,0569,12,5,acetamidofluorene,Middle,29 day,Liver,"Proliferation, oval cell",Periportal,moderate,false
003017596002,0569,12,1,acetamidofluorene,Middle,29 day,Liver,"Proliferation, oval cell",Periportal,severe,false
No ChipData,0569,12,3,acetamidofluorene,Middle,29 day,Liver,"Proliferation, oval cell",Periportal,severe,false
003017596002,0569,12,1,acetamidofluorene,Middle,29 day,Liver,Swelling,Centrilobular,severe,false
003017565030,0569,12,2,acetamidofluorene,Middle,29 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,12,3,acetamidofluorene,Middle,29 day,Liver,Swelling,Centrilobular,severe,false
003017566001,0569,12,4,acetamidofluorene,Middle,29 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0569,12,5,acetamidofluorene,Middle,29 day,Liver,Swelling,Centrilobular,severe,false
No ChipData,0568,13,5,acetamidofluorene,High,3 hr,Kidney,Dilatation,Pelvic cavity,slight,true
003017586022,0568,14,1,acetamidofluorene,High,6 hr,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0568,14,2,acetamidofluorene,High,6 hr,Liver,Swelling,Centrilobular,minimal,false
003017586023,0568,14,3,acetamidofluorene,High,6 hr,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0568,14,1,acetamidofluorene,High,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017583006,0568,15,3,acetamidofluorene,High,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017583007,0568,15,5,acetamidofluorene,High,9 hr,Liver,Swelling,Centrilobular,minimal,false
No ChipData,0568,15,1,acetamidofluorene,High,9 hr,Liver,Swelling,Centrilobular,slight,false
003017583005,0568,15,2,acetamidofluorene,High,9 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,15,4,acetamidofluorene,High,9 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0568,15,3,acetamidofluorene,High,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0568,15,3,acetamidofluorene,High,9 hr,Kidney,Scar,Cortex,minimal,true
003017583017,0568,16,1,acetamidofluorene,High,24 hr,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0568,16,2,acetamidofluorene,High,24 hr,Liver,Swelling,Centrilobular,moderate,false
003017583018,0568,16,3,acetamidofluorene,High,24 hr,Liver,Swelling,Centrilobular,moderate,false
003017583019,0568,16,4,acetamidofluorene,High,24 hr,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0568,16,5,acetamidofluorene,High,24 hr,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0568,16,3,acetamidofluorene,High,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0568,16,2,acetamidofluorene,High,24 hr,Kidney,Scar,Cortex,minimal,true
No ChipData,0569,13,3,acetamidofluorene,High,4 day,Liver,Cellular infiltration,Periportal,minimal,false
003017564010,0569,13,1,acetamidofluorene,High,4 day,Liver,Necrosis,,minimal,true
No ChipData,0569,13,3,acetamidofluorene,High,4 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,13,4,acetamidofluorene,High,4 day,Liver,"Proliferation, bile duct",Periportal,minimal,false
No ChipData,0569,13,3,acetamidofluorene,High,4 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
No ChipData,0569,13,4,acetamidofluorene,High,4 day,Liver,"Proliferation, oval cell",Periportal,minimal,false
003017564010,0569,13,1,acetamidofluorene,High,4 day,Liver,Swelling,Centrilobular,slight,false
003017564011,0569,13,2,acetamidofluorene,High,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,13,3,acetamidofluorene,High,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0569,13,4,acetamidofluorene,High,4 day,Liver,Swelling,Centrilobular,moderate,false
